team,conf,barthag,adj_o,adj_d,wab,ov_cur_sos,year,season,final_four,elite_seed,made_tournament,seed_filled
Kansas,B12,0.982498,121.369,85.5065,9.9276476480053,0.7008,2008,2008,1,1,1,1.0
Memphis,CUSA,0.971452,116.963,86.0686,8.925489065997,0.6499,2008,2008,1,1,1,1.0
UCLA,P10,0.966392,116.196,86.7657,10.766958948889,0.6896,2008,2008,1,1,1,1.0
North Carolina,ACC,0.965916,122.927,91.9077,11.896896582733,0.7231,2008,2008,1,1,1,1.0
Wisconsin,B10,0.959993,112.57,85.3906,8.26890641984,0.6862,2008,2008,0,1,1,3.0
Louisville,BE,0.951439,112.087,86.5361,4.7412692436825,0.7101,2008,2008,0,1,1,3.0
Duke,ACC,0.948805,115.836,89.864,8.913860383533,0.7231,2008,2008,0,1,1,2.0
Texas,B12,0.947598,120.612,93.7695,8.4030046190974,0.7,2008,2008,0,1,1,2.0
Georgetown,BE,0.947187,112.955,87.8797,7.6637136252657,0.6884,2008,2008,0,1,1,2.0
Washington St.,P10,0.935891,113.361,89.788,4.9080800987641,0.6711,2008,2008,0,1,1,4.0
Stanford,P10,0.932028,112.796,89.8285,6.734747214975,0.6874,2008,2008,0,1,1,3.0
Marquette,BE,0.930447,114.135,91.0908,3.8495779879165,0.6589,2008,2008,0,0,1,6.0
Clemson,ACC,0.929922,113.184,90.3951,4.4027354803279,0.6965,2008,2008,0,0,1,5.0
Tennessee,SEC,0.929015,114.604,91.6395,9.1945392611432,0.6998,2008,2008,0,1,1,2.0
Davidson,SC,0.928696,114.67,91.7304,1.5092707119034,0.537,2008,2008,0,0,1,10.0
Michigan St.,B10,0.920699,114.696,92.6734,5.1085798902161,0.6987,2008,2008,0,0,1,5.0
Xavier,A10,0.920537,115.514,93.352,4.6625326979579,0.6692,2008,2008,0,1,1,3.0
Texas A&M,B12,0.915543,112.124,91.1372,3.079784780641,0.6723,2008,2008,0,0,1,9.0
West Virginia,BE,0.913785,113.807,92.6864,2.6479841309279,0.6775,2008,2008,0,0,1,7.0
Kansas St.,B12,0.911707,114.51,93.4707,1.0236764565196,0.6692,2008,2008,0,0,1,11.0
Drake,MVC,0.908115,119.278,97.7341,5.1742659953069,0.5994,2008,2008,0,0,1,5.0
Purdue,B10,0.904704,110.076,90.5103,3.808773503204,0.6558,2008,2008,0,0,1,6.0
Pittsburgh,BE,0.901547,116.223,95.8648,5.2584719779356,0.6816,2008,2008,0,1,1,4.0
Connecticut,BE,0.899225,114.878,94.9691,4.3417364199316,0.6732,2008,2008,0,1,1,4.0
Arizona,P10,0.899153,115.467,95.463,1.4960671748701,0.7381,2008,2008,0,0,1,10.0
Gonzaga,WCC,0.89687,112.64,93.3278,2.1372126338506,0.5605,2008,2008,0,0,1,7.0
Notre Dame,BE,0.89571,114.634,95.0828,4.3767778663271,0.6549,2008,2008,0,0,1,5.0
Butler,Horz,0.894635,114.239,94.85,4.7298937028633,0.59,2008,2008,0,0,1,7.0
USC,P10,0.894514,109.398,90.8402,3.6255466297608,0.718,2008,2008,0,0,1,6.0
Indiana,B10,0.892641,114.083,94.8934,4.7532137400071,0.6682,2008,2008,0,0,1,8.0
New Mexico,MWC,0.887322,109.584,91.5829,0.12964494331473,0.5593,2008,2008,0,0,0,17.0
Ohio St.,B10,0.883933,108.618,91.04,0.420361049956,0.6973,2008,2008,0,0,0,17.0
Virginia Tech,ACC,0.881341,105.366,88.5061,-0.61848882079056,0.6827,2008,2008,0,0,0,17.0
Mississippi St.,SEC,0.873414,107.764,91.1026,0.57122200708574,0.6635,2008,2008,0,0,1,8.0
BYU,MWC,0.867497,105.934,89.9655,2.5206804050297,0.5515,2008,2008,0,0,1,8.0
Nebraska,B12,0.864848,107.09,91.128,-0.15050487903528,0.6342,2008,2008,0,0,0,17.0
Miami,ACC,0.861974,111.547,95.122,1.6009898099513,0.6508,2008,2008,0,0,1,7.0
Arkansas,SEC,0.861051,110.791,94.5411,0.53688028117371,0.6845,2008,2008,0,0,1,9.0
Florida,SEC,0.854159,115.303,98.8752,-1.3432495367528,0.6059,2008,2008,0,0,0,17.0
Baylor,B12,0.850871,115.908,99.6201,1.5000137385525,0.6449,2008,2008,0,0,1,11.0
Oregon,P10,0.849656,118.033,101.531,0.78926835811431,0.7118,2008,2008,0,0,1,9.0
Illinois,B10,0.848813,106.048,91.2736,-3.9952643666567,0.7256,2008,2008,0,0,0,17.0
Syracuse,BE,0.843613,111.815,96.5723,-0.63048542293324,0.7088,2008,2008,0,0,0,17.0
UNLV,MWC,0.843441,108.847,94.0194,2.2164569674484,0.5946,2008,2008,0,0,1,8.0
Saint Mary's,WCC,0.839241,107.405,93.0284,1.2068702516874,0.5014,2008,2008,0,0,1,10.0
Villanova,BE,0.838003,107.856,93.4936,0.34324906580903,0.6979,2008,2008,0,0,1,12.0
Oklahoma,B12,0.835223,107.446,93.3025,2.8016470146396,0.7029,2008,2008,0,0,1,6.0
Western Kentucky,SB,0.828326,109.649,95.6251,0.21957840186139,0.466,2008,2008,0,0,1,12.0
Saint Joseph's,A10,0.827382,113.772,99.2777,-1.2407198643454,0.634,2008,2008,0,0,1,11.0
Missouri,B12,0.827018,111.334,97.1717,-2.6756154170565,0.6845,2008,2008,0,0,0,17.0
Mississippi,SEC,0.824064,112.996,98.7987,0.095768012870854,0.6583,2008,2008,0,0,0,17.0
Georgia Tech,ACC,0.823457,113.241,99.0488,-2.2814625069082,0.7385,2008,2008,0,0,0,17.0
Florida St.,ACC,0.821825,107.275,93.9212,-0.4328496355454,0.6894,2008,2008,0,0,0,17.0
Vanderbilt,SEC,0.81754,111.371,97.7537,3.7710450624762,0.6563,2008,2008,0,1,1,4.0
Arizona St.,P10,0.81662,108.255,95.0699,0.76932969178585,0.6457,2008,2008,0,0,0,17.0
Maryland,ACC,0.81349,107.02,94.1551,-2.1708422306127,0.6738,2008,2008,0,0,0,17.0
Massachusetts,A10,0.812373,109.185,96.1213,-0.77059391536535,0.6284,2008,2008,0,0,0,17.0
Illinois St.,MVC,0.806605,104.6,92.385,0.60999682719149,0.6259,2008,2008,0,0,0,17.0
Southern Illinois,MVC,0.806352,104.074,91.9327,-3.2413331593709,0.6951,2008,2008,0,0,0,17.0
Kent St.,MAC,0.804361,105.946,93.6902,2.3170082039884,0.5391,2008,2008,0,0,1,9.0
Oklahoma St.,B12,0.80206,107.98,95.6099,-1.5406580795482,0.7135,2008,2008,0,0,0,17.0
Minnesota,B10,0.801245,107.409,95.1466,-1.0750704197415,0.6379,2008,2008,0,0,0,17.0
Washington,P10,0.800571,108.766,96.3845,-2.3036069370882,0.689,2008,2008,0,0,0,17.0
California,P10,0.795625,115.336,102.479,-1.309382225688,0.7216,2008,2008,0,0,0,17.0
Wake Forest,ACC,0.793392,106.169,94.4464,-1.7074936278936,0.6621,2008,2008,0,0,0,17.0
UAB,CUSA,0.793272,108.816,96.8076,-1.4875892279292,0.5769,2008,2008,0,0,0,17.0
Temple,A10,0.792785,111.173,98.9297,-1.7060290766385,0.6481,2008,2008,0,0,1,12.0
Kentucky,SEC,0.79202,106.598,94.8966,-1.0868683107122,0.6646,2008,2008,0,0,1,11.0
VCU,CAA,0.786949,102.634,91.6105,-0.34661487430763,0.487,2008,2008,0,0,0,17.0
Houston,CUSA,0.782247,112.675,100.817,-1.6586166687321,0.5121,2008,2008,0,0,0,17.0
Dayton,A10,0.77844,109.204,97.9002,-0.66967015836132,0.632,2008,2008,0,0,0,17.0
Tulsa,CUSA,0.773557,105.583,94.8851,-3.8591357614368,0.5532,2008,2008,0,0,0,17.0
Creighton,MVC,0.773279,106.393,95.6269,-0.31560482185151,0.6184,2008,2008,0,0,0,17.0
South Alabama,SB,0.768567,110.453,99.5063,-0.25312717562716,0.4449,2008,2008,0,0,1,10.0
Utah,MWC,0.767128,109.139,98.3918,-4.195250875011,0.6087,2008,2008,0,0,0,17.0
Alabama,SEC,0.759951,109.542,99.097,-4.4943897525544,0.6561,2008,2008,0,0,0,17.0
Rhode Island,A10,0.757984,113.161,102.467,-2.3286437777426,0.5941,2008,2008,0,0,0,17.0
Bradley,MVC,0.757043,111.13,100.672,-4.8057121957878,0.6466,2008,2008,0,0,0,17.0
Akron,MAC,0.754077,108.617,98.5337,-2.9262809241454,0.5284,2008,2008,0,0,0,17.0
IUPUI,Sum,0.753171,114.269,103.705,-1.4608056645119,0.4056,2008,2008,0,0,0,17.0
Oral Roberts,Sum,0.74898,102.101,92.842,-0.94131836066567,0.4927,2008,2008,0,0,1,13.0
Duquesne,A10,0.748318,107.138,97.4529,-4.7519078930324,0.5504,2008,2008,0,0,0,17.0
Missouri St.,MVC,0.747889,107.285,97.6054,-5.8572547977585,0.6105,2008,2008,0,0,0,17.0
Virginia,ACC,0.744886,110.425,100.601,-3.3679019505933,0.6468,2008,2008,0,0,0,17.0
Providence,BE,0.744487,108.895,99.2255,-3.0177304510623,0.7056,2008,2008,0,0,0,17.0
George Mason,CAA,0.738029,107.954,98.6558,-3.5718041632755,0.5,2008,2008,0,0,1,12.0
Miami OH,MAC,0.73667,106.207,97.1192,-4.2401141277739,0.6387,2008,2008,0,0,0,17.0
Texas Tech,B12,0.735943,105.327,96.3453,-2.2266439395404,0.6867,2008,2008,0,0,0,17.0
Charlotte,A10,0.733502,102.505,93.8662,-2.5827178719611,0.6488,2008,2008,0,0,0,17.0
Georgia,SEC,0.728125,103.152,94.684,-3.8508139842984,0.6627,2008,2008,0,0,1,14.0
New Mexico St.,WAC,0.715212,106.75,98.5359,-5.4621175341176,0.4698,2008,2008,0,0,0,17.0
San Diego St.,MWC,0.714807,102.855,94.9569,-2.9047187497102,0.57,2008,2008,0,0,0,17.0
Western Michigan,MAC,0.706267,105.312,97.5765,-4.6240685748674,0.5137,2008,2008,0,0,0,17.0
South Carolina,SEC,0.705412,107.913,100.022,-6.3498619194588,0.6694,2008,2008,0,0,0,17.0
UCF,CUSA,0.701912,107.667,99.9402,-6.5554385821589,0.5638,2008,2008,0,0,0,17.0
Boston College,ACC,0.701801,107.665,99.9429,-4.7116159787724,0.6874,2008,2008,0,0,0,17.0
Siena,MAAC,0.700836,106.792,99.1722,-3.7773953228407,0.4773,2008,2008,0,0,1,13.0
LSU,SEC,0.693042,103.904,96.8003,-7.0519143339583,0.6439,2008,2008,0,0,0,17.0
Southern Miss,CUSA,0.689802,106.728,99.5632,-4.678938674921,0.5106,2008,2008,0,0,0,17.0
Cal St. Fullerton,BW,0.68791,109.056,101.813,-3.2196384160988,0.416,2008,2008,0,0,1,14.0
NC State,ACC,0.686729,106.582,99.5508,-3.0053812030348,0.6949,2008,2008,0,0,0,17.0
Ohio,MAC,0.68162,106.547,99.7228,-3.9539857109168,0.5654,2008,2008,0,0,0,17.0
UTEP,CUSA,0.67966,104.239,97.6388,-3.6060438262524,0.5615,2008,2008,0,0,0,17.0
DePaul,BE,0.675558,111.041,104.181,-6.4835536061912,0.699,2008,2008,0,0,0,17.0
Cincinnati,BE,0.673137,102.917,96.6512,-4.9537710954503,0.7012,2008,2008,0,0,0,17.0
Cleveland St.,Horz,0.670673,100.491,94.4639,-3.6223885350897,0.5524,2008,2008,0,0,0,17.0
South Florida,BE,0.668909,105.554,99.2925,-7.9322873934606,0.6621,2008,2008,0,0,0,17.0
Nevada,WAC,0.664788,106.929,100.748,-3.848572041449,0.4998,2008,2008,0,0,0,17.0
UNC Greensboro,SC,0.662929,106.447,100.367,-4.5093950608383,0.4939,2008,2008,0,0,0,17.0
Seton Hall,BE,0.66193,108.747,102.576,-3.650028300553,0.6354,2008,2008,0,0,0,17.0
Winthrop,BSth,0.660799,96.3019,90.8764,-4.2482544049297,0.4543,2008,2008,0,0,1,13.0
San Diego,WCC,0.66015,99.9764,94.3676,-3.9204553525358,0.5327,2008,2008,0,0,1,13.0
Stephen F. Austin,Slnd,0.659961,104.897,99.019,-1.3994141015209,0.316,2008,2008,0,0,0,17.0
Iowa St.,B12,0.658961,99.8322,94.2749,-5.1500245777403,0.6554,2008,2008,0,0,0,17.0
Colorado,B12,0.65896,103.495,97.734,-6.96028555957,0.6675,2008,2008,0,0,0,17.0
Illinois Chicago,Horz,0.654958,103.116,97.5261,-6.5390948651994,0.5457,2008,2008,0,0,0,17.0
Wright St.,Horz,0.652853,102.182,96.721,-2.9617570707779,0.5325,2008,2008,0,0,0,17.0
Old Dominion,CAA,0.64876,105.517,100.035,-6.5428073542374,0.5277,2008,2008,0,0,0,17.0
Northern Iowa,MVC,0.632259,104.517,99.7062,-4.8265918167694,0.602,2008,2008,0,0,0,17.0
Portland St.,BSky,0.631123,106.734,101.865,-3.3851814696506,0.3959,2008,2008,0,0,1,16.0
Utah St.,WAC,0.629283,112.27,107.221,-4.6428085548555,0.4311,2008,2008,0,0,0,17.0
Michigan,B10,0.625804,102.068,97.6042,-8.2240225344205,0.708,2008,2008,0,0,0,17.0
Penn St.,B10,0.624778,106.462,101.845,-4.2398424637214,0.6675,2008,2008,0,0,0,17.0
Valparaiso,Horz,0.618223,105.876,101.53,-4.6818803808526,0.5494,2008,2008,0,0,0,17.0
Auburn,SEC,0.603032,108.55,104.674,-6.2447979136296,0.6011,2008,2008,0,0,0,17.0
North Texas,SB,0.601943,104.455,100.765,-6.0548052881071,0.3887,2008,2008,0,0,0,17.0
Rider,MAAC,0.599456,106.16,102.502,-4.5101813142238,0.4274,2008,2008,0,0,0,17.0
Indiana St.,MVC,0.59858,103.898,100.351,-5.577238800111,0.6287,2008,2008,0,0,0,17.0
Iowa,B10,0.598097,97.0103,93.714,-7.5169986860593,0.6332,2008,2008,0,0,0,17.0
North Dakota St.,Sum,0.597981,104.919,101.358,-7.4263425825282,0.4222,2008,2008,0,0,0,17.0
Marshall,CUSA,0.597576,105.102,101.55,-6.3953154248276,0.5236,2008,2008,0,0,0,17.0
Cornell,Ivy,0.597309,107.384,103.765,-1.2443651176192,0.3468,2008,2008,0,0,1,14.0
UC Santa Barbara,BW,0.596261,99.4571,96.1415,-2.608184285021,0.406,2008,2008,0,0,0,17.0
Boise St.,WAC,0.592958,105.758,102.354,-2.3845832966006,0.4394,2008,2008,0,0,1,14.0
Robert Morris,NEC,0.574178,101.483,98.8792,-2.9792966723029,0.3487,2008,2008,0,0,0,17.0
Cal St. Northridge,BW,0.573145,100.182,97.6475,-4.7341417265032,0.4048,2008,2008,0,0,0,17.0
Georgia Southern,SC,0.571523,104.018,101.444,-5.4132088505768,0.452,2008,2008,0,0,0,17.0
Sam Houston St.,Slnd,0.571342,95.4686,93.1128,-4.3328633731615,0.3345,2008,2008,0,0,0,17.0
St. John's,BE,0.569686,96.261,93.9409,-6.9960633934706,0.6807,2008,2008,0,0,0,17.0
UMBC,AE,0.566558,110.215,107.678,-2.9645976484426,0.3971,2008,2008,0,0,1,15.0
Air Force,MWC,0.564371,98.6653,96.4687,-6.2199811062619,0.5021,2008,2008,0,0,0,17.0
La Salle,A10,0.561165,106.504,104.251,-8.1890451609158,0.5602,2008,2008,0,0,0,17.0
Richmond,A10,0.561157,99.3421,97.2408,-5.482975735635,0.5927,2008,2008,0,0,0,17.0
Brown,Ivy,0.559988,106.069,103.868,-4.3072607058319,0.3943,2008,2008,0,0,0,17.0
Wichita St.,MVC,0.552775,102.775,100.898,-10.927315171998,0.6169,2008,2008,0,0,0,17.0
Green Bay,Horz,0.551529,105.123,103.249,-6.5045636884156,0.5622,2008,2008,0,0,0,17.0
Oakland,Sum,0.5506,109.865,107.942,-7.4011724023278,0.4819,2008,2008,0,0,0,17.0
Belmont,ASun,0.548665,105.712,103.932,-3.497610162955,0.37,2008,2008,0,0,1,15.0
Niagara,MAAC,0.548239,104.918,103.167,-5.1400891508292,0.4421,2008,2008,0,0,0,17.0
Pacific,BW,0.544931,105.22,103.584,-5.2790630368328,0.3884,2008,2008,0,0,0,17.0
Fordham,A10,0.539928,101.785,100.378,-7.8954081499311,0.5986,2008,2008,0,0,0,17.0
Northeastern,CAA,0.53777,100.687,99.37,-9.2857270882046,0.5105,2008,2008,0,0,0,17.0
Saint Louis,A10,0.536582,98.8961,97.6435,-5.7399069647313,0.5955,2008,2008,0,0,0,17.0
Marist,MAAC,0.527338,103.623,102.642,-7.6000698522571,0.4923,2008,2008,0,0,0,17.0
Appalachian St.,SC,0.524919,103.767,102.871,-6.6404276036701,0.4603,2008,2008,0,0,0,17.0
Northern Arizona,BSky,0.522008,103.606,102.816,-5.6081404953015,0.3838,2008,2008,0,0,0,17.0
American,Pat,0.520788,105.259,104.5,-5.8151788969021,0.4069,2008,2008,0,0,1,15.0
Santa Clara,WCC,0.518832,98.1321,97.4911,-8.6450564286607,0.4585,2008,2008,0,0,0,17.0
UNC Wilmington,CAA,0.508848,105.976,105.65,-6.5796864209914,0.4549,2008,2008,0,0,0,17.0
Milwaukee,Horz,0.502329,98.8433,98.7633,-8.0956983972908,0.5544,2008,2008,0,0,0,17.0
UC Irvine,BW,0.499482,102.325,102.343,-9.5592731443858,0.4401,2008,2008,0,0,0,17.0
Tulane,CUSA,0.495857,99.688,99.8317,-6.4403088784849,0.5471,2008,2008,0,0,0,17.0
Lamar,Slnd,0.494122,106.555,106.773,-6.7348362968885,0.3448,2008,2008,0,0,0,17.0
Chattanooga,SC,0.48689,99.268,99.7218,-6.2410462946346,0.4734,2008,2008,0,0,0,17.0
George Washington,A10,0.486195,99.3912,99.8697,-8.3692987473607,0.6227,2008,2008,0,0,0,17.0
College of Charleston,SC,0.485025,103.847,104.389,-9.5364054467115,0.4818,2008,2008,0,0,0,17.0
Austin Peay,OVC,0.482531,102.173,102.796,-5.2507533960307,0.3625,2008,2008,0,0,1,15.0
Middle Tennessee,SB,0.476016,102.711,103.572,-7.8671673422971,0.4782,2008,2008,0,0,0,17.0
Loyola MD,MAAC,0.474206,104.987,105.934,-7.391880118192,0.4382,2008,2008,0,0,0,17.0
Mount St. Mary's,NEC,0.467947,98.9945,100.106,-9.4603695916903,0.3823,2008,2008,0,0,1,16.0
TCU,MWC,0.463555,98.9821,100.247,-7.8537395425548,0.5112,2008,2008,0,0,0,17.0
Holy Cross,Pat,0.460742,99.2911,100.659,-9.096195216131,0.4319,2008,2008,0,0,0,17.0
Northwestern,B10,0.455779,103.739,105.351,-9.9976418030901,0.6644,2008,2008,0,0,0,17.0
Rutgers,BE,0.450678,94.761,96.4061,-8.4353105146031,0.6276,2008,2008,0,0,0,17.0
Albany,AE,0.448715,101.632,103.468,-10.618041400412,0.3674,2008,2008,0,0,0,17.0
Morgan St.,MEAC,0.445933,97.0449,98.8944,-5.8273433792987,0.3091,2008,2008,0,0,0,17.0
UNC Asheville,BSth,0.443732,104.524,106.599,-3.8572481880803,0.3514,2008,2008,0,0,0,17.0
Eastern Michigan,MAC,0.439493,103.131,105.335,-10.409614362062,0.4856,2008,2008,0,0,0,17.0
Vermont,AE,0.43492,99.3272,101.614,-10.493115434489,0.3658,2008,2008,0,0,0,17.0
Buffalo,MAC,0.434178,99.1797,101.49,-12.953598562168,0.5157,2008,2008,0,0,0,17.0
Wyoming,MWC,0.431928,99.6232,102.025,-10.303713381849,0.5298,2008,2008,0,0,0,17.0
Central Michigan,MAC,0.429705,102.306,104.855,-9.4777444618404,0.5238,2008,2008,0,0,0,17.0
New Orleans,SB,0.42497,102.62,105.354,-7.6517513693562,0.4084,2008,2008,0,0,0,17.0
Weber St.,BSky,0.420834,97.7922,100.546,-9.1775646698126,0.3745,2008,2008,0,0,0,17.0
UT Arlington,Slnd,0.419619,100.095,102.958,-7.007981007976,0.3548,2008,2008,0,0,1,16.0
Little Rock,SB,0.418494,94.0283,96.7568,-6.6885687951008,0.3764,2008,2008,0,0,0,17.0
Elon,SC,0.416607,95.7757,98.6214,-11.367447477388,0.4653,2008,2008,0,0,0,17.0
Fresno St.,WAC,0.414021,96.4769,99.4356,-12.490022165437,0.4442,2008,2008,0,0,0,17.0
East Tennessee St.,ASun,0.412866,101.776,104.941,-7.2758989865449,0.4128,2008,2008,0,0,0,17.0
William & Mary,CAA,0.410935,98.5661,101.701,-9.3953558673842,0.4537,2008,2008,0,0,0,17.0
Gardner Webb,BSth,0.410021,100.181,103.401,-10.147613832011,0.374,2008,2008,0,0,0,17.0
High Point,BSth,0.40561,101.182,104.601,-9.6346384929958,0.342,2008,2008,0,0,0,17.0
Lipscomb,ASun,0.404811,98.3151,101.666,-11.733043454797,0.3389,2008,2008,0,0,0,17.0
Lafayette,Pat,0.40089,103.979,107.676,-10.239281935391,0.3882,2008,2008,0,0,0,17.0
Loyola Chicago,Horz,0.397119,98.2543,101.887,-11.671307707852,0.5257,2008,2008,0,0,0,17.0
Louisiana Lafayette,SB,0.396901,95.8287,99.3794,-9.44931159779,0.4368,2008,2008,0,0,0,17.0
Colgate,Pat,0.396524,96.37,99.9544,-9.1516796643971,0.3719,2008,2008,0,0,0,17.0
Montana,BSky,0.395853,104.839,108.765,-10.90018950436,0.3847,2008,2008,0,0,0,17.0
Murray St.,OVC,0.393377,101.962,105.876,-9.4649302727118,0.3006,2008,2008,0,0,0,17.0
Fort Wayne,Sum,0.389398,98.1086,102.022,-9.7405453879031,0.4977,2008,2008,0,0,0,17.0
Navy,Pat,0.385998,99.6481,103.752,-10.898566994119,0.3149,2008,2008,0,0,0,17.0
St. Bonaventure,A10,0.377765,103.787,108.39,-14.011053829627,0.5559,2008,2008,0,0,0,17.0
Central Connecticut,NEC,0.3756,102.493,107.124,-12.397983633101,0.3425,2008,2008,0,0,0,17.0
Hofstra,CAA,0.36291,96.334,101.165,-12.541205542224,0.4555,2008,2008,0,0,0,17.0
Florida Atlantic,SB,0.362005,100.736,105.824,-11.72247466519,0.4254,2008,2008,0,0,0,17.0
Fairfield,MAAC,0.361841,103.07,108.283,-9.9762253109691,0.4694,2008,2008,0,0,0,17.0
East Carolina,CUSA,0.357947,102.792,108.15,-11.797986830209,0.5083,2008,2008,0,0,0,17.0
Wofford,SC,0.356956,103.205,108.625,-8.2155398677018,0.4469,2008,2008,0,0,0,17.0
Sacred Heart,NEC,0.353365,99.0853,104.431,-9.8793903370856,0.3521,2008,2008,0,0,0,17.0
Bowling Green,MAC,0.35255,98.4763,103.821,-10.146762721203,0.528,2008,2008,0,0,0,17.0
Boston University,AE,0.35206,95.612,100.82,-11.970795364485,0.4034,2008,2008,0,0,0,17.0
Youngstown St.,Horz,0.350955,96.4362,101.732,-12.860245355038,0.5501,2008,2008,0,0,0,17.0
Evansville,MVC,0.34972,95.5994,100.897,-12.381787247619,0.5808,2008,2008,0,0,0,17.0
Delaware,CAA,0.347292,96.3544,101.789,-10.936743690372,0.4769,2008,2008,0,0,0,17.0
Southeastern Louisiana,Slnd,0.346614,94.2363,99.577,-8.5322213278833,0.3414,2008,2008,0,0,0,17.0
James Madison,CAA,0.345794,101.815,107.62,-11.879840801366,0.4349,2008,2008,0,0,0,17.0
Southern Utah,Sum,0.340627,100.474,106.414,-12.902272481115,0.4573,2008,2008,0,0,0,17.0
LIU Brooklyn,NEC,0.336121,98.5944,104.606,-11.273923714227,0.3347,2008,2008,0,0,0,17.0
Binghamton,AE,0.335985,97.8251,103.795,-11.823379339267,0.3804,2008,2008,0,0,0,17.0
Liberty,BSth,0.331771,100.86,107.191,-11.47596114615,0.3466,2008,2008,0,0,0,17.0
Hampton,MEAC,0.331009,91.7807,97.5717,-7.572552646745,0.3344,2008,2008,0,0,0,17.0
Alabama St.,SWAC,0.329681,100.113,106.486,-7.2021343499643,0.2341,2008,2008,0,0,0,17.0
Utah Valley,ind,0.328428,102.136,108.691,-9.9689661839605,0.3311,2008,2008,0,0,0,17.0
Hawaii,WAC,0.328278,100.765,107.238,-13.305467647269,0.4596,2008,2008,0,0,0,17.0
Jacksonville,ASun,0.328043,100.674,107.151,-7.3421412111698,0.3572,2008,2008,0,0,0,17.0
Iona,MAAC,0.323964,93.6696,99.8571,-13.40048422565,0.4457,2008,2008,0,0,0,17.0
Ball St.,MAC,0.322742,94.4083,100.693,-16.498551339429,0.5439,2008,2008,0,0,0,17.0
Tennessee St.,OVC,0.3227,102.643,109.478,-12.075215061855,0.3465,2008,2008,0,0,0,17.0
Manhattan,MAAC,0.321221,100.402,107.151,-14.556020526389,0.396,2008,2008,0,0,0,17.0
Toledo,MAC,0.318899,92.1558,98.4419,-10.351533365984,0.5901,2008,2008,0,0,0,17.0
Wagner,NEC,0.307575,95.0571,102.007,-4.4517124347743,0.3134,2008,2008,0,0,0,17.0
Oregon St.,P10,0.306611,93.9111,100.817,-12.74802762949,0.6357,2008,2008,0,0,0,17.0
Towson,CAA,0.301938,97.7481,105.138,-12.675236332813,0.4392,2008,2008,0,0,0,17.0
Western Carolina,SC,0.301472,96.6507,103.977,-14.124331373275,0.4676,2008,2008,0,0,0,17.0
Yale,Ivy,0.300441,98.1301,105.614,-9.4762923727145,0.3848,2008,2008,0,0,0,17.0
Denver,SB,0.297801,96.1227,103.567,-13.498914698307,0.441,2008,2008,0,0,0,17.0
Northern Colorado,BSky,0.297572,96.9929,104.514,-11.633564356767,0.3812,2008,2008,0,0,0,17.0
Detroit,Horz,0.295944,98.6195,106.339,-15.674931730373,0.5492,2008,2008,0,0,0,17.0
Eastern Washington,BSky,0.294407,94.5389,102.005,-12.658940183923,0.4242,2008,2008,0,0,0,17.0
Troy,SB,0.290688,101.961,110.185,-13.389503758305,0.4295,2008,2008,0,0,0,17.0
Pepperdine,WCC,0.289915,96.8642,104.711,-12.581641856185,0.5042,2008,2008,0,0,0,17.0
Hartford,AE,0.288319,100.431,108.64,-10.346595422487,0.3871,2008,2008,0,0,0,17.0
UMKC,Sum,0.287815,98.5855,106.667,-14.172469430845,0.46,2008,2008,0,0,0,17.0
Bucknell,Pat,0.28635,93.8971,101.657,-13.808726938922,0.439,2008,2008,0,0,0,17.0
Montana St.,BSky,0.285813,102.094,110.557,-10.089423815554,0.386,2008,2008,0,0,0,17.0
Lehigh,Pat,0.284572,93.8892,101.726,-11.164824378644,0.3528,2008,2008,0,0,0,17.0
Quinnipiac,NEC,0.281754,102.565,111.259,-11.428048064244,0.3352,2008,2008,0,0,0,17.0
McNeese St.,Slnd,0.28161,94.4159,102.426,-10.947572492925,0.3902,2008,2008,0,0,0,17.0
Colorado St.,MWC,0.279743,99.9352,108.501,-14.388353019351,0.5975,2008,2008,0,0,0,17.0
Georgia St.,CAA,0.278522,96.7249,105.071,-15.745782332806,0.4449,2008,2008,0,0,0,17.0
Nicholls St.,Slnd,0.274225,92.0997,100.234,-13.81381407845,0.4604,2008,2008,0,0,0,17.0
Tennessee Martin,OVC,0.274113,103.599,112.754,-11.033284991407,0.3175,2008,2008,0,0,0,17.0
Tennessee Tech,OVC,0.271587,97.5213,106.257,-14.657188071253,0.322,2008,2008,0,0,0,17.0
Northwestern St.,Slnd,0.270344,97.0139,105.762,-12.234029477274,0.4013,2008,2008,0,0,0,17.0
UT Rio Grande Valley,ind,0.269493,103.213,112.562,-9.6321588520307,0.2599,2008,2008,0,0,0,17.0
San Francisco,WCC,0.268498,97.7033,106.6,-13.768173690802,0.4729,2008,2008,0,0,0,17.0
Texas St.,Slnd,0.265229,99.4198,108.631,-11.898327390155,0.3298,2008,2008,0,0,0,17.0
FIU,SB,0.264873,91.4815,99.9732,-13.97232842068,0.4784,2008,2008,0,0,0,17.0
Western Illinois,Sum,0.263159,96.6483,105.701,-11.735420700367,0.436,2008,2008,0,0,0,17.0
Drexel,CAA,0.25862,88.8509,97.3719,-14.49463450468,0.4587,2008,2008,0,0,0,17.0
San Jose St.,WAC,0.253615,96.3871,105.872,-12.738637673265,0.4576,2008,2008,0,0,0,17.0
Columbia,Ivy,0.252907,94.8047,104.168,-11.051743682764,0.3397,2008,2008,0,0,0,17.0
Louisiana Monroe,SB,0.249622,99.4929,109.486,-13.618539220765,0.464,2008,2008,0,0,0,17.0
