team,conf,barthag,adj_o,adj_d,wab,ov_cur_sos,year,season,final_four,elite_seed,made_tournament,seed_filled
NC State,ACC,0.624963,109.193,104.45,-9.0267283303418,0.6714,2022,2022,0,0,0,17.0
George Mason,A10,0.624362,104.709,100.183,-8.1497595030937,0.5559,2022,2022,0,0,0,17.0
Liberty,ASun,0.620317,104.59,100.22,-6.1469286395274,0.3748,2022,2022,0,0,0,17.0
Utah,P12,0.618873,106.6,102.2,-9.4442880885425,0.6536,2022,2022,0,0,0,17.0
Nevada,MWC,0.611837,105.797,101.693,-6.9939572978279,0.6403,2022,2022,0,0,0,17.0
Western Kentucky,CUSA,0.607977,105.48,101.531,-6.3466215171407,0.462,2022,2022,0,0,0,17.0
Southern Illinois,MVC,0.606043,101.661,97.9241,-7.5150079982165,0.5043,2022,2022,0,0,0,17.0
Wofford,SC,0.605884,105.278,101.414,-6.3307517301675,0.4783,2022,2022,0,0,0,17.0
Akron,MAC,0.604079,105.47,101.665,-4.2699417019279,0.3827,2022,2022,0,0,1,13.0
Colgate,Pat,0.602647,106.998,103.192,-6.1018004589328,0.3473,2022,2022,0,0,1,14.0
Stephen F. Austin,WAC,0.602108,101.915,98.3092,-3.132591039756,0.4222,2022,2022,0,0,0,17.0
College of Charleston,CAA,0.601501,105.266,101.564,-7.4505157938939,0.5063,2022,2022,0,0,0,17.0
Texas St.,SB,0.598721,105.318,101.716,-2.2614035242367,0.3874,2022,2022,0,0,0,17.0
Georgia St.,SB,0.598259,101.895,98.4269,-5.1463171916444,0.4387,2022,2022,0,0,1,16.0
Kent St.,MAC,0.59352,102.391,99.0753,-4.5388530157926,0.4116,2022,2022,0,0,0,17.0
Florida Atlantic,CUSA,0.590898,104.502,101.214,-8.0627795565128,0.4157,2022,2022,0,0,0,17.0
Delaware,CAA,0.590818,106.501,103.153,-5.4618752157614,0.4739,2022,2022,0,0,1,15.0
Sam Houston St.,WAC,0.589561,99.9722,96.873,-7.0525995177431,0.4478,2022,2022,0,0,0,17.0
California,P12,0.582052,100.032,97.1922,-8.7966445961717,0.6497,2022,2022,0,0,0,17.0
Georgia Tech,ACC,0.579161,100.538,97.7847,-8.3252591002341,0.6418,2022,2022,0,0,0,17.0
Rhode Island,A10,0.576049,98.1607,95.5784,-8.4961140720142,0.5228,2022,2022,0,0,0,17.0
UC Santa Barbara,BW,0.571678,104.267,101.682,-6.8365654055565,0.3522,2022,2022,0,0,0,17.0
Seattle,WAC,0.571141,98.7205,96.2914,-3.6195905956165,0.3867,2022,2022,0,0,0,17.0
Drexel,CAA,0.566846,103.941,101.538,-7.6859775099954,0.4862,2022,2022,0,0,0,17.0
Jacksonville St.,ASun,0.563765,104.512,102.207,-5.221892274927,0.3923,2022,2022,0,0,1,15.0
Longwood,BSth,0.554057,105.697,103.72,-2.2784810429929,0.3185,2022,2022,0,0,1,14.0
Buffalo,MAC,0.552862,105.66,103.728,-5.4382562220391,0.4138,2022,2022,0,0,0,17.0
UC Irvine,BW,0.551532,98.1988,96.4482,-4.82523969828,0.4438,2022,2022,0,0,0,17.0
Saint Joseph's,A10,0.550437,99.9339,98.1902,-10.982233458957,0.5526,2022,2022,0,0,0,17.0
Ohio,MAC,0.550426,102.619,100.829,-3.5095948577623,0.3908,2022,2022,0,0,0,17.0
Yale,Ivy,0.544903,99.3969,97.8524,-4.8660664429185,0.4545,2022,2022,0,0,1,14.0
Gardner Webb,BSth,0.540795,97.1172,95.7459,-7.6925052451993,0.3725,2022,2022,0,0,0,17.0
Jacksonville,ASun,0.539411,100.502,99.1313,-5.6338965060878,0.3491,2022,2022,0,0,0,17.0
Missouri,SEC,0.53688,102.093,100.789,-7.0178252233838,0.6939,2022,2022,0,0,0,17.0
Appalachian St.,SB,0.5314,100.652,99.5568,-6.99375787573,0.451,2022,2022,0,0,0,17.0
Montana St.,BSky,0.530771,103.582,102.478,-2.8316713687437,0.3487,2022,2022,0,0,1,14.0
UC Riverside,BW,0.530108,101.18,100.125,-6.8011157001887,0.4067,2022,2022,0,0,0,17.0
New Mexico,MWC,0.529648,105.409,104.326,-9.6212773462185,0.5819,2022,2022,0,0,0,17.0
UTEP,CUSA,0.528676,100.782,99.7804,-5.8682750263924,0.4557,2022,2022,0,0,0,17.0
UNC Wilmington,CAA,0.524582,104.4,103.511,-3.6241466299518,0.4435,2022,2022,0,0,0,17.0
Wagner,NEC,0.523949,101.191,100.351,-2.5179533080809,0.2992,2022,2022,0,0,0,17.0
Tulsa,Amer,0.523063,103.469,102.641,-10.605113451966,0.5957,2022,2022,0,0,0,17.0
Mercer,SC,0.517024,105.819,105.194,-9.674580061407,0.4887,2022,2022,0,0,0,17.0
Coastal Carolina,SB,0.515068,101.107,100.578,-8.7709443348688,0.4029,2022,2022,0,0,0,17.0
Portland,WCC,0.514191,103.347,102.838,-6.6469714781918,0.4495,2022,2022,0,0,0,17.0
South Alabama,SB,0.514178,101.738,101.238,-6.2511162271447,0.3752,2022,2022,0,0,0,17.0
North Dakota St.,Sum,0.513795,101.55,101.064,-4.4767276146807,0.3703,2022,2022,0,0,0,17.0
East Tennessee St.,SC,0.513529,107.648,107.142,-9.4134641099084,0.5063,2022,2022,0,0,0,17.0
Samford,SC,0.503943,104.074,103.932,-4.6353794724473,0.4492,2022,2022,0,0,0,17.0
East Carolina,Amer,0.502658,101.778,101.684,-6.4266736796492,0.5638,2022,2022,0,0,0,17.0
Cleveland St.,Horz,0.496151,104.017,104.156,-6.2637135853968,0.3414,2022,2022,0,0,0,17.0
Monmouth,MAAC,0.489684,101.346,101.711,-6.0840737340354,0.4816,2022,2022,0,0,0,17.0
Georgetown,BE,0.489451,104.207,104.59,-12.98286347199,0.6911,2022,2022,0,0,0,17.0
VMI,SC,0.485438,109.457,110.013,-8.8108772945416,0.4583,2022,2022,0,0,0,17.0
Louisiana Lafayette,SB,0.483647,101.111,101.688,-9.1736586089335,0.423,2022,2022,0,0,0,17.0
Hawaii,BW,0.478655,100.27,101.018,-7.0778888826121,0.3759,2022,2022,0,0,0,17.0
Northern Kentucky,Horz,0.478044,100.764,101.537,-7.998834520811,0.332,2022,2022,0,0,0,17.0
Winthrop,BSth,0.477858,104.318,105.125,-3.2231001161202,0.4094,2022,2022,0,0,0,17.0
Oakland,Horz,0.475589,102.464,103.338,-6.1272807922343,0.4,2022,2022,0,0,0,17.0
Southern Utah,BSky,0.473643,104.97,105.938,-6.5351574450104,0.3737,2022,2022,0,0,0,17.0
Fordham,A10,0.47042,93.1332,94.0975,-8.3998723541998,0.5007,2022,2022,0,0,0,17.0
Cal St. Fullerton,BW,0.467474,101.956,103.118,-5.0455887401094,0.4076,2022,2022,0,0,1,15.0
UNC Greensboro,SC,0.467166,100.028,101.179,-7.3503872485317,0.4742,2022,2022,0,0,0,17.0
Cornell,Ivy,0.465768,103.061,104.297,-6.3114065538615,0.399,2022,2022,0,0,0,17.0
Bryant,NEC,0.465123,102.868,104.125,-4.789364240988,0.3159,2022,2022,0,0,1,16.0
Bellarmine,ASun,0.464504,107.968,109.311,-5.5849859994415,0.4267,2022,2022,0,0,0,17.0
Wright St.,Horz,0.461291,104.805,106.229,-8.3947325536745,0.3762,2022,2022,0,0,1,16.0
Long Beach St.,BW,0.458295,101.471,102.958,-4.9235131100581,0.4701,2022,2022,0,0,0,17.0
Navy,Pat,0.45769,94.2,95.5999,-6.0033344027811,0.3543,2022,2022,0,0,0,17.0
Oral Roberts,Sum,0.457632,108.071,109.679,-6.8151889161543,0.3731,2022,2022,0,0,0,17.0
Florida Gulf Coast,ASun,0.456205,104.739,106.351,-6.6804855720235,0.3658,2022,2022,0,0,0,17.0
Charlotte,CUSA,0.453857,104.705,106.404,-7.4187972757829,0.4855,2022,2022,0,0,0,17.0
Massachusetts,A10,0.451555,110.915,112.806,-9.0401282271008,0.5458,2022,2022,0,0,0,17.0
Georgia,SEC,0.451284,106.952,108.786,-13.718389024292,0.6887,2022,2022,0,0,0,17.0
Weber St.,BSky,0.448904,101.335,103.158,-7.6950694719061,0.3486,2022,2022,0,0,0,17.0
Pittsburgh,ACC,0.437867,98.8835,101.055,-8.941496398973,0.6941,2022,2022,0,0,0,17.0
Tarleton St.,WAC,0.435724,99.2997,101.557,-9.5250717594021,0.4531,2022,2022,0,0,0,17.0
Texas Southern,SWAC,0.435602,96.2796,98.4728,-6.7717425096377,0.3709,2022,2022,0,0,1,16.0
Old Dominion,CUSA,0.435465,99.6037,101.878,-12.317945464638,0.4924,2022,2022,0,0,0,17.0
Norfolk St.,MEAC,0.434247,100.66,103.002,-3.0816928143509,0.2611,2022,2022,0,0,1,16.0
Campbell,BSth,0.433496,100.12,102.477,-8.7712981712803,0.3414,2022,2022,0,0,0,17.0
Illinois St.,MVC,0.430676,103.59,106.135,-12.384608635002,0.4949,2022,2022,0,0,0,17.0
UMKC,Sum,0.427724,100.44,103.015,-7.3402316620788,0.3425,2022,2022,0,0,0,17.0
Arkansas St.,SB,0.425692,97.9503,100.534,-5.8665962403349,0.4021,2022,2022,0,0,0,17.0
Indiana St.,MVC,0.41591,98.6216,101.577,-12.261109021155,0.503,2022,2022,0,0,0,17.0
Troy,SB,0.414611,97.2548,100.216,-5.806482315664,0.41,2022,2022,0,0,0,17.0
Nicholls St.,Slnd,0.411382,99.5564,102.707,-5.8148759533279,0.3198,2022,2022,0,0,0,17.0
Loyola Marymount,WCC,0.410486,105.125,108.487,-9.4249794932166,0.5694,2022,2022,0,0,0,17.0
Valparaiso,MVC,0.410477,102.1,105.365,-10.793900562754,0.495,2022,2022,0,0,0,17.0
UC Davis,BW,0.407182,97.4455,100.681,-8.0520318145752,0.3384,2022,2022,0,0,0,17.0
Fort Wayne,Horz,0.406624,99.0662,102.376,-7.409337723073,0.3315,2022,2022,0,0,0,17.0
Niagara,MAAC,0.404227,98.4324,101.809,-10.476447055834,0.4277,2022,2022,0,0,0,17.0
Fairfield,MAAC,0.398627,99.432,103.052,-12.686146729765,0.3971,2022,2022,0,0,0,17.0
Harvard,Ivy,0.39557,97.0238,100.667,-9.4892589905429,0.3603,2022,2022,0,0,0,17.0
UNC Asheville,BSth,0.395322,101.308,105.122,-9.433123270929,0.3628,2022,2022,0,0,0,17.0
South Dakota,Sum,0.392246,103.481,107.497,-7.5688401711752,0.3585,2022,2022,0,0,0,17.0
Oregon St.,P12,0.392027,105.318,109.414,-16.145609827412,0.6968,2022,2022,0,0,0,17.0
Northern Colorado,BSky,0.38919,106.877,111.149,-8.9522281734476,0.3788,2022,2022,0,0,0,17.0
James Madison,CAA,0.389101,102.223,106.313,-8.3290224434417,0.4739,2022,2022,0,0,0,17.0
Cal Baptist,WAC,0.386635,98.1367,102.155,-9.0520017519248,0.3918,2022,2022,0,0,0,17.0
Penn,Ivy,0.383978,105.206,109.62,-8.8454036080888,0.5197,2022,2022,0,0,0,17.0
San Diego,WCC,0.382158,95.9972,100.092,-7.8188226039683,0.5036,2022,2022,0,0,0,17.0
George Washington,A10,0.38161,98.8791,103.118,-10.883071344081,0.5165,2022,2022,0,0,0,17.0
Rider,MAAC,0.379831,98.6419,102.938,-13.390331818408,0.4161,2022,2022,0,0,0,17.0
Detroit,Horz,0.377113,105.707,110.422,-9.6352796903036,0.4095,2022,2022,0,0,0,17.0
Dartmouth,Ivy,0.376826,96.3443,100.652,-11.152387151583,0.4466,2022,2022,0,0,0,17.0
Marist,MAAC,0.372935,99.1724,103.756,-11.583743116211,0.3933,2022,2022,0,0,0,17.0
Brown,Ivy,0.367863,98.8241,103.588,-9.9379530770406,0.4464,2022,2022,0,0,0,17.0
La Salle,A10,0.365319,97.7563,102.566,-11.715201807225,0.5243,2022,2022,0,0,0,17.0
Boston University,Pat,0.364588,104.342,109.506,-8.3034682832926,0.3207,2022,2022,0,0,0,17.0
Southeast Missouri St.,OVC,0.363955,103.991,109.164,-12.416122366697,0.3965,2022,2022,0,0,0,17.0
High Point,BSth,0.361819,98.7881,103.785,-12.465410914175,0.3932,2022,2022,0,0,0,17.0
Kennesaw St.,ASun,0.357789,103.637,109.045,-11.976158697311,0.4187,2022,2022,0,0,0,17.0
Northeastern,CAA,0.357328,97.0472,102.129,-15.43686702279,0.5053,2022,2022,0,0,0,17.0
Eastern Washington,BSky,0.356634,102.894,108.311,-9.7869780131916,0.3648,2022,2022,0,0,0,17.0
UT Arlington,SB,0.349891,96.2084,101.533,-11.02087878786,0.4837,2022,2022,0,0,0,17.0
Southern,SWAC,0.348779,94.1335,99.3859,-8.7341684433304,0.3426,2022,2022,0,0,0,17.0
Marshall,CUSA,0.347731,100.254,105.891,-14.120576195827,0.4807,2022,2022,0,0,0,17.0
Stony Brook,AE,0.345069,103.96,109.917,-7.9958989133964,0.3606,2022,2022,0,0,0,17.0
South Florida,Amer,0.344853,90.9237,96.1418,-12.852402369293,0.6151,2022,2022,0,0,0,17.0
Quinnipiac,MAAC,0.344398,101.936,107.805,-12.250705251747,0.393,2022,2022,0,0,0,17.0
UMBC,AE,0.344072,103.559,109.535,-9.3522113845402,0.3411,2022,2022,0,0,0,17.0
Siena,MAAC,0.339032,97.7868,103.632,-9.3145232283679,0.4236,2022,2022,0,0,0,17.0
New Hampshire,AE,0.338152,102.555,108.722,-9.2538541960136,0.3024,2022,2022,0,0,0,17.0
Rice,CUSA,0.337098,103.866,110.157,-9.6081947240715,0.4411,2022,2022,0,0,0,17.0
LIU Brooklyn,NEC,0.336693,98.9467,104.956,-8.6251165149403,0.3585,2022,2022,0,0,0,17.0
Youngstown St.,Horz,0.336601,103.137,109.405,-10.354581598367,0.316,2022,2022,0,0,0,17.0
The Citadel,SC,0.332379,100.782,107.083,-11.731198440993,0.4491,2022,2022,0,0,0,17.0
Montana,BSky,0.328243,99.8808,106.298,-9.9184387716439,0.3118,2022,2022,0,0,0,17.0
Howard,MEAC,0.325858,99.2638,105.741,-9.4864346030703,0.278,2022,2022,0,0,0,17.0
Texas A&M Corpus Chris,Slnd,0.322274,96.3956,102.832,-7.6209670157722,0.2418,2022,2022,0,0,1,16.0
Alcorn St.,SWAC,0.322207,97.4761,103.988,-8.2385347874532,0.4233,2022,2022,0,0,0,17.0
Ball St.,MAC,0.320665,101.24,108.07,-12.196397633386,0.386,2022,2022,0,0,0,17.0
Georgia Southern,SB,0.320323,95.9147,102.399,-11.111355627694,0.4219,2022,2022,0,0,0,17.0
Tennessee Tech,OVC,0.320037,100.493,107.299,-14.187990650516,0.4318,2022,2022,0,0,0,17.0
Elon,CAA,0.318797,98.8377,105.584,-13.450185646787,0.5356,2022,2022,0,0,0,17.0
Lipscomb,ASun,0.315185,101.636,108.731,-12.428669779218,0.4139,2022,2022,0,0,0,17.0
Mount St. Mary's,NEC,0.31315,95.4281,102.173,-11.207170755093,0.3335,2022,2022,0,0,0,17.0
Miami OH,MAC,0.311279,103.693,111.107,-13.22083337232,0.3758,2022,2022,0,0,0,17.0
Western Illinois,Sum,0.310924,99.2685,106.381,-10.181382810564,0.3647,2022,2022,0,0,0,17.0
Portland St.,BSky,0.305842,95.7034,102.773,-12.771458695436,0.3337,2022,2022,0,0,0,17.0
Eastern Kentucky,ASun,0.305524,100.838,108.301,-13.696291320507,0.3405,2022,2022,0,0,0,17.0
Tennessee St.,OVC,0.303165,97.979,105.333,-13.539052018032,0.3397,2022,2022,0,0,0,17.0
Pepperdine,WCC,0.302173,97.7695,105.151,-15.313394026429,0.5624,2022,2022,0,0,0,17.0
Air Force,MWC,0.299162,95.8528,103.218,-10.064611541722,0.549,2022,2022,0,0,0,17.0
Louisiana Monroe,SB,0.297379,100.732,108.552,-11.855512060107,0.4161,2022,2022,0,0,0,17.0
USC Upstate,BSth,0.296836,101.326,109.217,-10.607459081248,0.4079,2022,2022,0,0,0,17.0
North Florida,ASun,0.288933,96.495,104.355,-11.68999815708,0.4812,2022,2022,0,0,0,17.0
UC San Diego,BW,0.284258,101.107,109.561,-11.608113354659,0.3747,2022,2022,0,0,0,17.0
Manhattan,MAAC,0.278623,99.3742,107.944,-10.353082902043,0.406,2022,2022,0,0,0,17.0
Presbyterian,BSth,0.275393,95.3187,103.684,-14.185465029859,0.4077,2022,2022,0,0,0,17.0
Southeastern Louisiana,Slnd,0.269795,102.032,111.26,-8.9037603274364,0.3282,2022,2022,0,0,0,17.0
Bowling Green,MAC,0.269725,102.657,111.945,-13.421154408636,0.3722,2022,2022,0,0,0,17.0
UMass Lowell,AE,0.269026,94.8175,103.428,-11.773197969504,0.3151,2022,2022,0,0,0,17.0
Radford,BSth,0.268833,95.1569,103.807,-12.119047215596,0.4134,2022,2022,0,0,0,17.0
San Jose St.,MWC,0.267573,98.4351,107.443,-13.553446924386,0.5902,2022,2022,0,0,0,17.0
Dixie St.,WAC,0.266435,94.2472,102.924,-11.455826719691,0.4411,2022,2022,0,0,0,17.0
Illinois Chicago,Horz,0.263002,99.7452,109.095,-11.667770448089,0.3504,2022,2022,0,0,0,17.0
FIU,CUSA,0.261103,96.7557,105.916,-12.002790612875,0.3937,2022,2022,0,0,0,17.0
Pacific,WCC,0.260385,95.2568,104.309,-15.450819214956,0.4721,2022,2022,0,0,0,17.0
Prairie View A&M,SWAC,0.260059,96.474,105.657,-11.866700891078,0.4452,2022,2022,0,0,0,17.0
Canisius,MAAC,0.258224,95.89,105.105,-14.989109037712,0.4518,2022,2022,0,0,0,17.0
Hartford,AE,0.256731,100.813,110.576,-15.987583197834,0.3253,2022,2022,0,0,0,17.0
North Carolina A&T,BSth,0.25344,96.4019,105.897,-14.503814280606,0.3959,2022,2022,0,0,0,17.0
Austin Peay,OVC,0.248851,94.6662,104.211,-10.759156155444,0.4349,2022,2022,0,0,0,17.0
St. Thomas,Sum,0.247343,105.866,116.622,-15.81154417658,0.3492,2022,2022,0,0,0,17.0
Jackson St.,SWAC,0.246226,93.0634,102.573,-12.744414921464,0.4028,2022,2022,0,0,0,17.0
Duquesne,A10,0.245029,97.8,107.854,-16.365049476245,0.5561,2022,2022,0,0,0,17.0
New Orleans,Slnd,0.24446,95.9153,105.804,-9.0977566791336,0.2929,2022,2022,0,0,0,17.0
SIU Edwardsville,OVC,0.243172,94.2573,104.038,-15.234877137264,0.3981,2022,2022,0,0,0,17.0
Loyola MD,Pat,0.236619,94.4451,104.572,-12.054182665411,0.3122,2022,2022,0,0,0,17.0
Army,Pat,0.228942,96.3061,107.032,-12.243711711023,0.2975,2022,2022,0,0,0,17.0
Central Arkansas,ASun,0.228891,99.5295,110.617,-13.014933573473,0.4527,2022,2022,0,0,0,17.0
Cal St. Bakersfield,BW,0.228153,96.734,107.549,-13.837741138905,0.4144,2022,2022,0,0,0,17.0
Tennessee Martin,OVC,0.227633,96.3505,107.15,-15.675455323577,0.4371,2022,2022,0,0,0,17.0
Merrimack,NEC,0.221164,93.4794,104.294,-11.068451689148,0.3324,2022,2022,0,0,0,17.0
Albany,AE,0.220811,91.7079,102.335,-12.780682150828,0.3726,2022,2022,0,0,0,17.0
Western Carolina,SC,0.218605,98.1787,109.679,-14.122375865081,0.4937,2022,2022,0,0,0,17.0
Denver,Sum,0.218523,99.1324,110.749,-16.206069752771,0.3612,2022,2022,0,0,0,17.0
Cal Poly,BW,0.216499,93.1704,104.196,-16.386947754043,0.4072,2022,2022,0,0,0,17.0
Northern Illinois,MAC,0.213113,92.4087,103.525,-14.696358456453,0.4524,2022,2022,0,0,0,17.0
Morgan St.,MEAC,0.208604,93.6274,105.137,-10.775693121815,0.2831,2022,2022,0,0,0,17.0
Lehigh,Pat,0.207268,97.466,109.525,-14.522636804379,0.321,2022,2022,0,0,0,17.0
Binghamton,AE,0.203112,93.6389,105.458,-12.679991346818,0.337,2022,2022,0,0,0,17.0
North Alabama,ASun,0.202239,91.2138,102.775,-15.164454267736,0.3898,2022,2022,0,0,0,17.0
Eastern Michigan,MAC,0.201652,94.5445,106.562,-15.4285404016,0.4211,2022,2022,0,0,0,17.0
Stetson,ASun,0.201144,96.093,108.337,-14.591370596359,0.3751,2022,2022,0,0,0,17.0
McNeese St.,Slnd,0.193976,97.4488,110.298,-16.42043667885,0.3395,2022,2022,0,0,0,17.0
Western Michigan,MAC,0.193393,97.3679,110.242,-16.92938823961,0.4164,2022,2022,0,0,0,17.0
Florida A&M,SWAC,0.192748,94.8543,107.435,-12.233249934388,0.3399,2022,2022,0,0,0,17.0
Robert Morris,Horz,0.188508,99.1098,112.523,-18.72199329117,0.3788,2022,2022,0,0,0,17.0
UTSA,CUSA,0.186265,93.9325,106.782,-15.747831840477,0.4134,2022,2022,0,0,0,17.0
Sacramento St.,BSky,0.184715,95.3596,108.501,-14.108120873115,0.3366,2022,2022,0,0,0,17.0
Lafayette,Pat,0.179564,97.2777,111.017,-15.389950749999,0.3385,2022,2022,0,0,0,17.0
UT Rio Grande Valley,WAC,0.176728,98.4614,112.557,-16.290548994744,0.452,2022,2022,0,0,0,17.0
North Carolina Central,MEAC,0.174346,94.689,108.4,-10.417405175831,0.3122,2022,2022,0,0,0,17.0
South Carolina St.,MEAC,0.174206,92.2918,105.664,-12.529068685302,0.279,2022,2022,0,0,0,17.0
Little Rock,SB,0.173286,96.6545,110.721,-13.64173692203,0.4514,2022,2022,0,0,0,17.0
St. Francis NY,NEC,0.17134,94.2066,108.045,-15.63069750273,0.3282,2022,2022,0,0,0,17.0
Central Michigan,MAC,0.171263,95.1482,109.13,-16.089801738858,0.4768,2022,2022,0,0,0,17.0
Coppin St.,MEAC,0.168075,89.8375,103.242,-16.720681637554,0.4116,2022,2022,0,0,0,17.0
Hampton,BSth,0.164193,91.3363,105.22,-15.301045282115,0.3534,2022,2022,0,0,0,17.0
Maryland Eastern Shore,MEAC,0.164075,88.623,102.102,-11.388964044061,0.3211,2022,2022,0,0,0,17.0
Bucknell,Pat,0.162911,100.672,116.07,-18.389052341614,0.3631,2022,2022,0,0,0,17.0
Evansville,MVC,0.160004,92.0375,106.313,-16.357919842004,0.5414,2022,2022,0,0,0,17.0
Grambling St.,SWAC,0.159684,92.1352,106.448,-13.607335498584,0.3751,2022,2022,0,0,0,17.0
Sacred Heart,NEC,0.157736,100.328,116.06,-16.65746299933,0.2936,2022,2022,0,0,0,17.0
St. Francis PA,NEC,0.155829,94.5146,109.473,-16.566698219795,0.3287,2022,2022,0,0,0,17.0
Alabama St.,SWAC,0.153164,95.7781,111.133,-14.307412866533,0.3751,2022,2022,0,0,0,17.0
Southern Miss,CUSA,0.14734,94.8908,110.541,-18.85560310208,0.4744,2022,2022,0,0,0,17.0
Alabama A&M,SWAC,0.147051,86.0984,100.319,-14.030905246302,0.317,2022,2022,0,0,0,17.0
Idaho,BSky,0.140623,97.4748,114.091,-17.729512206246,0.3631,2022,2022,0,0,0,17.0
Idaho St.,BSky,0.138665,94.1434,110.348,-18.934554497345,0.3559,2022,2022,0,0,0,17.0
Green Bay,Horz,0.138147,92.2385,108.156,-20.425708957671,0.3748,2022,2022,0,0,0,17.0
Northern Arizona,BSky,0.135918,94.7331,111.263,-18.000314065864,0.3559,2022,2022,0,0,0,17.0
Milwaukee,Horz,0.132721,91.688,107.945,-17.805243364989,0.3486,2022,2022,0,0,0,17.0
Cal St. Northridge,BW,0.131957,93.5282,110.175,-17.373993849854,0.4334,2022,2022,0,0,0,17.0
Northwestern St.,Slnd,0.13167,96.6776,113.91,-16.416317875804,0.3764,2022,2022,0,0,0,17.0
Bethune Cookman,SWAC,0.130561,93.3505,110.083,-16.731398811852,0.3406,2022,2022,0,0,0,17.0
William & Mary,CAA,0.13039,90.1687,106.344,-20.3601586394,0.4774,2022,2022,0,0,0,17.0
American,Pat,0.130185,93.1683,109.899,-18.127362409472,0.3238,2022,2022,0,0,0,17.0
Chicago St.,WAC,0.127274,95.6466,113.078,-18.080707909447,0.476,2022,2022,0,0,0,17.0
Houston Baptist,Slnd,0.119895,95.0215,113.006,-14.289307490057,0.2761,2022,2022,0,0,0,17.0
Charleston Southern,BSth,0.11096,92.8725,111.295,-20.029479324928,0.3854,2022,2022,0,0,0,17.0
NJIT,AE,0.108717,89.4438,107.4,-13.295225520307,0.3484,2022,2022,0,0,0,17.0
North Dakota,Sum,0.108449,96.0668,115.38,-20.679295664661,0.3551,2022,2022,0,0,0,17.0
Fairleigh Dickinson,NEC,0.104949,94.6701,114.066,-17.189881119268,0.3817,2022,2022,0,0,0,17.0
Nebraska Omaha,Sum,0.102818,96.5269,116.535,-18.508847411468,0.4466,2022,2022,0,0,0,17.0
Lamar,WAC,0.0951989,90.9008,110.562,-21.058870427766,0.4332,2022,2022,0,0,0,17.0
Holy Cross,Pat,0.0887133,90.7792,111.162,-18.746805116165,0.2968,2022,2022,0,0,0,17.0
Arkansas Pine Bluff,SWAC,0.0864256,97.592,119.803,-17.429719673115,0.389,2022,2022,0,0,0,17.0
Mississippi Valley St.,SWAC,0.0801077,93.2261,115.27,-21.309942967812,0.3636,2022,2022,0,0,0,17.0
Incarnate Word,Slnd,0.0797218,94.3687,116.736,-19.446843564194,0.3427,2022,2022,0,0,0,17.0
Maine,AE,0.0791898,92.2516,114.19,-18.304594125656,0.3389,2022,2022,0,0,0,17.0
Columbia,Ivy,0.0725159,91.5015,114.203,-18.133749952511,0.386,2022,2022,0,0,0,17.0
Central Connecticut,NEC,0.0711965,90.0149,112.541,-19.013425411585,0.3579,2022,2022,0,0,0,17.0
Delaware St.,MEAC,0.0586719,86.5055,110.117,-22.791478843227,0.3052,2022,2022,0,0,0,17.0
Eastern Illinois,OVC,0.044176,82.9629,108.39,-20.297250444768,0.406,2022,2022,0,0,0,17.0
IUPUI,Horz,0.0285109,80.3787,109.244,-22.366828306458,0.3239,2022,2022,0,0,0,17.0
Connecticut,BE,0.96428,121.478,91.2094,5.0331968720965,0.7066,2023,2023,1,1,1,4.0
Alabama,SEC,0.954842,116.081,89.0281,10.193179464818,0.7389,2023,2023,0,1,1,1.0
Houston,Amer,0.953161,117.307,90.2685,8.0461906858552,0.6239,2023,2023,0,1,1,1.0
UCLA,P12,0.952842,114.914,88.482,8.4028705301673,0.696,2023,2023,0,1,1,2.0
Tennessee,SEC,0.940125,111.211,87.5294,2.8098131219623,0.69,2023,2023,0,1,1,4.0
Texas,B12,0.93709,116.056,91.7615,7.5330586070922,0.7435,2023,2023,0,1,1,2.0
Purdue,B10,0.933252,117.87,93.7109,9.3898335987218,0.7027,2023,2023,0,1,1,1.0
Arizona,P12,0.929196,119.351,95.4127,7.5708727126676,0.6875,2023,2023,0,1,1,2.0
Gonzaga,WCC,0.925079,123.171,98.9896,6.6444825178048,0.6621,2023,2023,0,1,1,3.0
Saint Mary's,WCC,0.921265,112.063,90.4845,3.4037173015439,0.6476,2023,2023,0,0,1,5.0
San Diego St.,MWC,0.920477,110.773,89.5269,5.6538299587726,0.7083,2023,2023,1,0,1,5.0
Marquette,BE,0.919694,118.712,96.0323,7.827522283187,0.694,2023,2023,0,1,1,2.0
Creighton,BE,0.917708,115.001,93.2454,2.1581527531714,0.7318,2023,2023,0,0,1,6.0
Kansas,B12,0.91765,113.792,92.2711,10.072110283431,0.7766,2023,2023,0,1,1,1.0
Duke,ACC,0.907157,113.301,92.929,4.5020397169877,0.6744,2023,2023,0,0,1,5.0
Memphis,Amer,0.90301,115.352,95.0097,4.7174638571503,0.6787,2023,2023,0,0,1,8.0
Baylor,B12,0.899127,121.687,100.608,5.2348995004273,0.7419,2023,2023,0,1,1,3.0
West Virginia,B12,0.893292,117.244,97.4643,1.4557898630677,0.7553,2023,2023,0,0,1,9.0
Arkansas,SEC,0.889425,111.904,93.3488,0.3775407198016,0.7184,2023,2023,0,0,1,8.0
Xavier,BE,0.889041,118.01,98.4761,5.3587434044862,0.7093,2023,2023,0,1,1,3.0
Auburn,SEC,0.882879,113.13,94.9057,1.0534773361909,0.7111,2023,2023,0,0,1,9.0
